x,y,Group
0.0,1.5555555555555556,
0.2653061224489796,1.5691609977324263,She enters
0.5306122448979592,1.5827664399092969,She enters
0.7959183673469388,1.5963718820861679,She enters
1.0612244897959184,1.6099773242630386,She enters
1.326530612244898,1.6235827664399092,She enters
1.5918367346938775,1.63718820861678,She enters
1.8571428571428572,1.650793650793651,She enters
2.122448979591837,1.6643990929705215,She enters
2.3877551020408165,1.6780045351473922,She enters
2.653061224489796,1.691609977324263,She enters
2.918367346938776,1.7052154195011338,She enters
3.183673469387755,1.7188208616780045,She enters
3.4489795918367347,1.7324263038548753,She enters
3.7142857142857144,1.746031746031746,She enters
3.979591836734694,1.7596371882086168,She enters
4.244897959183674,1.7732426303854876,She enters
4.510204081632653,1.7868480725623581,She enters
4.775510204081633,1.800453514739229,She enters
5.040816326530613,1.8140589569160999,She enters
5.306122448979592,1.8276643990929706,She enters
5.571428571428572,1.841269841269841,She enters
5.836734693877552,1.854875283446712,She enters
6.102040816326531,1.8684807256235827,She enters
6.36734693877551,1.8820861678004535,She enters
6.63265306122449,1.8956916099773242,She enters
6.8979591836734695,1.9092970521541952,She enters
7.163265306122449,1.922902494331066,She enters
7.428571428571429,1.9365079365079363,She enters
7.6938775510204085,1.950113378684807,She enters
7.959183673469388,1.963718820861678,She enters
8.224489795918368,1.9773242630385488,She enters
8.489795918367347,1.9909297052154196,She enters
8.755102040816327,2.0045351473922906,She enters
9.020408163265307,2.018140589569161,She enters
9.285714285714286,2.0317460317460316,She enters
9.551020408163266,2.0453514739229024,She enters
9.816326530612246,2.058956916099773,She enters
10.081632653061225,2.072562358276644,She enters
10.346938775510205,2.0861678004535147,She enters
10.612244897959185,2.099773242630386,She enters
10.877551020408164,2.113378684807256,She enters
11.142857142857144,2.126984126984127,She enters
11.408163265306124,2.1405895691609977,She enters
11.673469387755103,2.1541950113378685,She enters
11.938775510204083,2.167800453514739,She enters
12.204081632653063,2.1814058956916096,She enters
12.469387755102042,2.195011337868481,She enters
12.73469387755102,2.2086167800453516,She enters
13.0,2.2222222222222223,She enters
13.26530612244898,2.2278911564625847,Goes to the window
13.53061224489796,2.233560090702948,Goes to the window
13.795918367346939,2.239229024943311,Goes to the window
14.061224489795919,2.2448979591836733,Goes to the window
14.326530612244898,2.250566893424036,Goes to the window
14.591836734693878,2.2562358276643995,Goes to the window
14.857142857142858,2.261904761904762,Goes to the window
15.122448979591837,2.2675736961451247,Goes to the window
15.387755102040817,2.2732426303854876,Goes to the window
15.653061224489797,2.2789115646258504,Goes to the window
15.918367346938776,2.2845804988662133,Goes to the window
16.183673469387756,2.2902494331065757,Goes to the window
16.448979591836736,2.2959183673469385,Goes to the window
16.714285714285715,2.301587301587302,Goes to the window
16.979591836734695,2.3072562358276643,Goes to the window
17.244897959183675,2.312925170068027,Goes to the window
17.510204081632654,2.3185941043083904,Goes to the window
17.775510204081634,2.324263038548753,Goes to the window
18.040816326530614,2.3299319727891157,He enters
18.306122448979593,2.3356009070294785,He enters
18.571428571428573,2.3412698412698414,He enters
18.836734693877553,2.3469387755102042,He enters
19.102040816326532,2.3526077097505667,He enters
19.367346938775512,2.3582766439909295,He enters
19.632653061224488,2.363945578231293,He enters
19.89795918367347,2.369614512471655,He enters
20.163265306122447,2.375283446712018,He enters
20.42857142857143,2.380952380952381,He enters
20.693877551020407,2.386621315192744,He enters
20.95918367346939,2.3922902494331066,He enters
21.224489795918366,2.3979591836734695,He enters
21.48979591836735,2.403628117913832,He enters
21.755102040816325,2.409297052154195,He enters
22.02040816326531,2.4149659863945576,He enters
22.285714285714285,2.4206349206349205,He enters
22.551020408163268,2.4263038548752838,He enters
22.816326530612244,2.431972789115646,He enters
23.081632653061227,2.437641723356009,He enters
23.346938775510203,2.443310657596372,He enters
23.612244897959187,2.4489795918367347,He enters
23.877551020408163,2.4546485260770976,He enters
24.142857142857146,2.4603174603174605,He enters
24.408163265306122,2.465986394557823,He enters
24.673469387755105,2.471655328798186,He enters
24.93877551020408,2.4773242630385486,He enters
25.204081632653065,2.4829931972789114,He enters
25.46938775510204,2.4886621315192743,He enters
25.73469387755102,2.494331065759637,He enters
26.0,2.5,He enters
26.26530612244898,2.4988662131519273,Dialogue
26.53061224489796,2.497732426303855,Dialogue
26.79591836734694,2.496598639455782,Dialogue
27.06122448979592,2.4954648526077094,Dialogue
27.3265306122449,2.494331065759637,Dialogue
27.591836734693878,2.4931972789115644,Dialogue
27.857142857142858,2.492063492063492,Dialogue
28.122448979591837,2.49092970521542,Dialogue
28.387755102040817,2.489795918367347,Dialogue
28.653061224489797,2.4886621315192747,Dialogue
28.918367346938776,2.487528344671202,Dialogue
29.183673469387756,2.4863945578231292,Dialogue
29.448979591836736,2.485260770975057,Dialogue
29.714285714285715,2.484126984126984,Dialogue
29.979591836734695,2.4829931972789114,Dialogue
30.244897959183675,2.481859410430839,Dialogue
30.510204081632654,2.4807256235827664,Dialogue
30.775510204081634,2.4795918367346936,Dialogue
31.040816326530614,2.4784580498866213,Dialogue
31.306122448979593,2.4773242630385486,Dialogue
31.571428571428573,2.4761904761904763,Dialogue
31.836734693877553,2.475056689342404,Dialogue
32.10204081632653,2.473922902494331,Dialogue
32.36734693877551,2.4727891156462585,Dialogue
32.63265306122449,2.471655328798186,Dialogue
32.89795918367347,2.4705215419501134,Dialogue
33.16326530612245,2.4693877551020407,Dialogue
33.42857142857143,2.4682539682539684,Dialogue
33.69387755102041,2.4671201814058956,Dialogue
33.95918367346939,2.465986394557823,Dialogue
34.224489795918366,2.4648526077097506,Dialogue
34.48979591836735,2.463718820861678,Dialogue
34.755102040816325,2.462585034013605,Dialogue
35.02040816326531,2.4614512471655328,Dialogue
35.285714285714285,2.4603174603174605,Dialogue
35.55102040816327,2.4591836734693877,Dialogue
35.816326530612244,2.4580498866213154,Dialogue
36.08163265306123,2.4569160997732427,Dialogue
36.3469387755102,2.4557823129251704,Dialogue
36.61224489795919,2.4546485260770976,Dialogue
36.87755102040816,2.453514739229025,Dialogue
37.142857142857146,2.4523809523809526,Dialogue
37.40816326530612,2.45124716553288,Dialogue
37.673469387755105,2.450113378684807,Dialogue
37.93877551020408,2.4489795918367347,Dialogue
38.204081632653065,2.447845804988662,Dialogue
38.46938775510204,2.4467120181405893,Dialogue
38.734693877551024,2.445578231292517,Dialogue
39.0,2.4444444444444446,Dialogue
39.265306122448976,2.4342403628117912,Dialogue
39.53061224489796,2.4240362811791383,Dialogue
39.795918367346935,2.4138321995464853,Dialogue
40.06122448979592,2.403628117913832,Dialogue
